epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2656.1,1.40626,1.17987,1.13051,0.76412,0.74992,0.80073,0.51155,1.28236,0.82229,1.08778,0.000369752,0.000369752,0.000369752
2,4170.78,1.33124,0.88007,1.09176,0.81933,0.75488,0.82739,0.52748,1.2642,0.80659,1.07664,0.000703451,0.000703451,0.000703451
